FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4
Q,Quarterly,NL,Netherlands,N,Nominal,628,"Index, 2010 = 100",,,,Q:NL:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5196,7.8844,8.1048,8.2454,8.4848,8.7925,8.8723,9.1003,9.4537,9.8489,9.9362,10.4454,10.814,11.4789,11.6993,12.3453,13.0292,13.8044,14.1615,14.8645,15.1874,15.841,16.4262,17.2583,18.1094,20.0739,21.3924,22.9769,25.5987,29.2426,29.482,30.0329,30.7625,32.5863,30.2419,30.2799,29.7935,29.9911,29.2084,28.4218,28.0913,27.8405,25.9444,25.8532,25.9596,24.9033,23.733,22.3119,21.685,21.5558,21.7647,21.21,21.4798,22.2891,22.3271,21.6584,21.7951,21.8027,21.9243,21.6166,21.6318,22.0611,21.7647,21.8331,22.3879,22.7793,23.1858,23.0832,23.581,24.113,24.0142,24.0484,24.2156,25.1541,25.3935,25.3935,25.838,26.7462,27.1223,27.1185,27.0615,27.9431,27.1223,26.8336,27.1679,27.9279,28.0229,28.6346,29.8163,29.235,31.0322,31.0284,31.5756,32.3697,33.2551,33.8896,35.1625,35.6261,36.9788,36.5,37.0137,37.4607,38.5335,38.9806,40.0534,41.4839,42.9144,43.8084,45.2389,46.4906,47.8317,48.8151,49.9774,51.3185,53.0172,54.537,56.6828,59.0967,62.2259,64.908,67.8584,70.5405,73.5803,75.279,77.0671,79.1234,81.1797,81.895,83.3254,84.4877,85.9182,85.8288,86.6334,87.5275,88.3321,89.3156,90.299,91.2825,92.6236,92.8918,93.7702,94.8474,96.1131,96.5799,97.6481,98.9408,100.0718,100.9425,102.289,103.1867,105.1975,106.1849,106.2478,106.4093,107.7738,105.5655,104.4704,101.4632,100.5745,100.4937,100.1885,100.0718,100.1616,99.5781,99.7038,98.3393,97.8725,96.149,94.3178,92.7558,89.1472,89.5242,87.0916,85.2962,85.8438,85.5655,85.9964,86.3824,86.939,87.298,88.2136,88.9946,90.7899,91.0682,92.289,92.9803,95.2962,96.5171,98.447,99.991,102.3519,104.7127,107.6302,109.2101,112.7379,114.2639,116.3914,118.3034,119.7846,121.7056,123.7343,126.6697,129.7935,132.3519,137.675,143.1508,151.544,157.1275,164.2549,169.1562,169.9551,165.5386,164.0126,161.8133,163.5548,
Q,Quarterly,NO,Norway,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:NO:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.3191,-1.0582,2.1053,8.1081,15.7303,13.369,13.9175,10,7.2816,8.4906,5.8824,7.7273,8.1448,8.6957,8.9744,10.1266,10.8787,13.6,12.1569,11.1111,13.9623,13.0282,11.1888,6.5517,6.2914,8.0997,11.3208,18.7702,21.1838,19.5965,13.8418,9.8093,7.1979,4.8193,7.9404,7.6923,7.4341,6.6667,3.2184,2.765,1.7857,-1.0776,2.0045,4.0359,9.2105,10.2397,10.6987,10.5603,7.2289,8.498,9.2702,7.9922,10.2996,12.5683,15.1625,16.6065,16.4686,15.2104,11.442,7.5851,3.6443,1.1236,-2.1097,-6.9065,-5.2039,-1.5278,3.7356,11.592,10.6825,9.1678,6.6482,6.5097,8.445,7.3643,8.3117,7.9324,6.3041,6.8592,7.0743,6.8675,6.2791,5.7432,3.1355,1.0147,0.3282,1.3845,3.4745,5.8036,7.1974,6.6176,6.086,4.5359,4.5778,5.5172,7.913,10.0908,10.1167,6.9094,2.4748,0.7333,-1.0601,1.6594,2.9517,2.2748,3.0357,1.9759,2.3458,2.5801,1.9064,2.6959,4.9236,7.5455,11.1395,12.3872,10.4369,7.9839,7.192,6.3504,4.8352,2.6139,-0.0714,-0.1373,-1.2579,-0.7278
Q,Quarterly,FR,France,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:FR:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9563,5.0234,6.7408,8.0052,8.5958,8.8648,9.1968,9.5383,9.7281,10.1347,10.7243,11.7582,13.8767,14.8404,15.3651,15.0868,12.6209,11.811,11.3846,11.9448,14.0404,15.7829,16.7324,16.7951,16.3027,15.4562,14.9087,14.4129,13.4024,12.0545,10.8267,10.4929,10.9335,11.9192,13.7244,15.7318,18.7597,20.7808,21.1251,18.688,15.1896,12.009,9.3467,7.9392,6.471,5.6986,5.3049,5.0326,4.9823,5.0631,5.1883,5.1935,4.8469,4.1612,3.3731,3.2649,3.1461,3.2212,3.34,3.4701,4.1394,4.4516,4.6917,5.2914,5.7083,6.5612,7.7678,8.3239,9.3158,10.3216,11.3531,12.1014,12.6859,12.5452,11.8317,11.2497,10.0069,9.2318,8.4703,7.6181,7.1458,6.2525,4.74,2.814,-0.0584,-2.3653,-3.4618,-3.5609,-2.3965,-1.6411,-1.0246,-0.6776,-0.5689,-0.0894,-0.0098,-0.0593,-0.793,-1.004,-0.9474,-0.9102,0.8442,0.0746,0.6657,1.9321,-2.439,2.439,0,0,2.5,0,2.381,2.381,4.878,4.7619,6.9767,6.9767,9.6989,10.3523,9.209,8.779,7.3375,7.5356,6.8898,7.7075,7.4219,7.7652,9.0239,9.7248,10.9091,11.2478,11.4865,12.2074,13.6066,13.9021,14.5455,15.3502,15.1515,15.3953,15.2116,14.7287,13.7845,12.5,10.7922,9.5721,7.9295,6.5171,5.6995,5.4471,4.0816,2.7081,0.5882,-3.3138,-6.3725,-8.0078,-6.7251,-3.2258,1.2565,4.6709,5.8516,6.7708,6.6184,6.5923,5.923,3.7073,1.7459,-0.1903,-1.5843,-2.0696,-2.0019,-2.0972,-1.8939,-1.537,-1.4591,-1.1685,-1.2548,-2.1463,-1.8756,-1.9704,-1.3685,-0.0997,0.3018,0.7035,1.4866,1.5968,2.8084,3.2934,3.2227,3.3399,2.9268,2.8019,2.7436,3.2319,2.9384,3.1955,3.407,3.7753,4.8803,5.1913,4.8976,5.8563,5.5312,6.0606,7.1307,6.8734,6.9884,6.7755,6.4184,4.7059,2.8771,0.6881,-1.4892,
Q,Quarterly,AE,United Arab Emirates,R,Real,771,"Year-on-year changes, in per cent",,,,Q:AE:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0992,13.6252,18.5053,16.7637,6.899,4.5375,2.4729,-0.1985,2.4666,3.9297,12.9679,9.4259,12.4944,15.1276,13.279,26.8199,24.0967,23.1531,10.9067,-6.3591,-18.2803,-24.9428,-24.2921,-17.2854,-14.8079,-12.9634,-13.2711,-14.653,-7.9063,-5.1304,0.4064,6.2906,6.2561,12.3982,14.3891,16.8928,15.203,15.3496,20.0813,23.4321,35.6562,32.507,20.8988,9.549,-6.9206,-13.9564,-14.7385,-13.6825,-7.7438,-3.8983,-2.9408,-1.9503,-3.9413,-2.9566,-3.489,-5.8814,-9.2177,-10.1528,-11.1496,-9.8928,-4.9849,-7.8156,-5.452,-4.5671,-6.3215,-4.8947,-5.3912,-4.3062,-1.8567,2.6272,7.1912,7.3148,7.8137,3.9866,1.2118,3.9692,9.7513,15.0897,18.9758,19.1229
Q,Quarterly,RS,Serbia,N,Nominal,628,"Index, 2010 = 100",,,,Q:RS:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.648,23.4046,27.1819,29.2998,29.7329,30.3936,31.2969,31.6729,31.5183,31.203,30.7191,33.7798,40.316,43.6315,43.7279,45.5898,49.1969,50.6704,50.0264,51.7887,55.9152,58.9535,60.9361,61.4507,60.497,60.5789,61.7149,61.6793,60.4789,60.8184,62.7289,65.3656,68.6998,73.1325,78.7123,83.9474,88.7545,91.2392,91.4043,92.7646,95.2917,98.5001,102.4547,103.7535,102.3899,99.4814,94.9541,93.6563,95.6022,96.4824,96.3065,94.309,90.5322,89.2011,90.3341,92.4229,95.4282,96.2631,94.9056,96.4716,100.9196,101.4984,98.1535,97.4252,99.3216,105.8834,117.1827,120.0966,112.6901,114.4501,116.184,117.8918,119.6257,121.6855,124.2407,127.2261,130.368,133.562,136.8343,139.924,142.8573,145.8427,148.6847,151.7093,155.2422,159.3619,163.9899,169.6479,176.0881,182.802,189.2031,195.1348,199.5413,202.4746,204.7169,
Q,Quarterly,5R,Advanced economies,R,Real,628,"Index, 2010 = 100",,,,Q:5R:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.4788,112.0861,108.2579,104.9064,102.7498,101.0043,99.9464,100.5265,100.7828,100.4858,100.4854,99.9715,99.0573,97.6069,96.7417,96.9896,96.0081,95.8751,96.0983,96.7478,97.0021,97.5227,98.4035,99.7015,100.3259,100.952,100.7839,101.889,102.7348,104.4634,104.5858,106.036,106.9831,108.8869,109.3808,110.7073,111.233,112.6322,113.3478,114.6759,115.0233,116.1342,116.1185,116.9013,117.2258,118.1227,117.8277,118.9251,119.7365,121.3063,122.4044,124.5005,127.6013,129.9308,132.508,135.7517,137.2909,139.7272,138.6821,136.4715,133.5165,132.9542,132.1949,132.7664,
Q,Quarterly,RU,Russia,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:RU:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.158,35.7743,33.3025,27.3815,26.7979,21.9101,20.7391,20.8576,25.4131,28.6605,29.0232,28.3794,25.7625,22.5791,21.7547,23.6175,31.2438,39.8192,54.0391,65.189,62.9832,53.6637,39.335,28.9244,24.7383,26.5354,26.9494,19.6776,10.5996,0.4444,-6.097,-6.3715,2.0768,7.5312,10.8332,13.427,-21.7758,-21.1805,-20.7136,-19.5916,12.4569,14.3402,16.3702,16.8449,6.7678,4.9489,2.5495,0.1927,0.9098,1.1285,1.5514,2.8447,4.9758,2.9667,0.1992,-3.102,-5.7529,-6.0327,-5.2733,-4.0864,-4.1605,-3.7138,-3.5515,-3.0251,0.257,1.5468,3.1728,4.9169,7.2274,6.9115,8.0942,6.5611,7.1234,8.0776,9.6048,13.9833,11.0675,14.3553,14.5636,14.9516,32.497,29.4496,26.8583,23.0511,1.1399,0.7922,1.759,
Q,Quarterly,IS,Iceland,R,Real,771,"Year-on-year changes, in per cent",,,,Q:IS:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,4.1252,-0.1743,-2.0579,-3.2512,-3.2747,-2.5496,2.0301,4.1087,7.5243,9.5168,11.8295,9.5941,6.2209,8.6551,5.3541,9.3412,18.8924,24.9159,28.3481,26.3495,19.4416,9.4518,3.0828,0.6346,-0.5634,2.8879,8.4508,9.4383,6.372,-4.5331,-11.3447,-16.8924,-24.0598,-20.0316,-20.1203,-15.584,-11.1021,-8.2532,-5.1697,-4.0634,1.4086,0.2867,1.328,2.671,0.8491,1.7979,2.1859,0.2587,0.2384,1.4971,1.9208,4.6767,7.0836,5.9493,6.3884,4.7757,8.225,6.2068,5.1783,6.9688,4.6903,6.3241,11.3954,12.5165,15.7181,21.0545,18.4377,12.9374,10.4687,4.506,2.2539,3.505,1.2308,0.7417,0.2397,1.7484,3.3626,4.0938,4.3726,4.065,4.1377,7.8599,9.9292,10.5231,12.1514,13.8956,11.8158,9.8988,3.0638,-1.3868,-5.1169,-3.3804
Q,Quarterly,XW,World,R,Real,771,"Year-on-year changes, in per cent",,,,Q:XW:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.812,-5.8924,-4.6262,-2.2062,-0.2071,1.7881,2.9557,2.1531,0.756,-1.2921,-1.8561,-1.7637,-1.3838,0.4066,0.7686,1.0933,2.2067,2.3853,3.015,3.5672,3.3552,3.5834,2.6625,1.628,1.2758,1.2099,0.9308,1.4302,1.5796,1.7066,2.6296,2.957,3.3328,3.1157,3.2778,2.9621,2.365,2.2647,1.8136,1.7912,2.0836,2.1601,1.639,1.5938,1.2215,1.259,2.4065,2.669,4.1534,4.5324,4.7231,5.235,4.2919,4.2018,1.9439,-0.1319,-1.9256,-3.1136,-2.2971,-2.0331,
Q,Quarterly,IN,India,R,Real,628,"Index, 2010 = 100",,,,Q:IN:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9013,91.8104,93.1466,94.6526,96.2271,99.1165,103.5176,100.9531,104.84,111.0931,112.4555,116.5977,122.6886,126.9924,128.4417,135.9487,139.7861,138.2987,138.3616,137.8301,145.7431,149.0913,147.9489,154.8481,162.6809,162.4682,160.9124,161.3355,159.6542,165.0287,164.7229,168.4824,170.2668,175.5281,171.8791,172.7489,173.7036,176.4252,174.9039,177.0084,175.6768,177.0669,174.5278,172.2227,171.1444,170.8414,165.0701,165.4658,167.5383,164.9822,160.8375,162.4924,160.3741,158.9494,157.0842,157.4219,157.9188,159.7416,152.5541,
Q,Quarterly,XM,Euro area,R,Real,628,"Index, 2010 = 100",,,,Q:XM:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0423,58.8306,58.7036,58.2498,58.0139,59.3542,60.4595,60.116,59.8432,60.6227,61.4725,61.9146,62.4651,63.0233,63.7529,64.4943,65.768,66.568,66.3861,64.9693,64.0118,65.0269,67.0826,68.0704,68.7258,68.9208,67.494,65.63,64.5829,63.8299,63.6107,62.719,62.3192,62.0497,62.03,60.5383,59.3944,58.826,58.6671,57.6961,56.8464,56.3587,56.899,56.5738,56.2026,56.7748,57.6629,57.908,58.5997,59.222,59.7576,60.9433,61.4255,62.6537,64.2379,64.9109,66.1646,67.0911,68.7574,69.6224,71.2041,72.6657,74.2219,74.1491,74.9468,75.8996,76.5408,76.9044,76.6705,76.761,77.2094,76.7383,75.7373,76.0302,76.4426,76.0482,75.3373,75.2825,75.7161,75.1854,74.5336,74.4099,75.1404,74.725,74.4803,74.3455,75.2383,75.1341,74.1718,75.1606,75.5071,75.6331,75.101,75.6286,76.6476,77.2279,77.6549,78.2369,79.8117,80.0068,80.8465,81.5944,82.4622,82.4796,83.3627,83.3489,84.6055,84.7495,86.0159,86.8387,88.4028,88.4166,89.2073,90.2313,91.6656,92.1309,92.9537,93.9053,95.7769,96.5494,98.0291,98.6915,100.2667,100.9585,101.8656,102.9099,104.9848,105.4528,106.3357,106.1768,107.5757,106.5098,106.6938,105.4962,105.0149,103.7364,102.7631,100.6291,100.8877,100.3747,100.0332,99.6615,100.4483,99.8591,99.1611,97.999,98.5125,96.4059,95.6004,94.0341,93.5578,92.271,91.2278,90.4969,91.1619,90.2856,90.5574,90.694,91.5859,90.9403,91.8433,91.5726,92.8395,93.1889,95.0291,95.1248,96.6518,96.7066,97.5144,97.749,99.3934,99.8295,101.0607,100.8516,102.1787,102.6784,103.8109,103.8048,105.3529,106.0497,107.9158,108.8609,110.8858,112.6576,113.4218,114.771,117.8283,118.0077,117.3771,116.031,115.0664,110.4686,109.1493,107.591,107.3257,
Q,Quarterly,LT,Lithuania,N,Nominal,628,"Index, 2010 = 100",,,,Q:LT:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3928,37.826,31.8535,29.5308,30.0838,31.3005,28.8672,26.8764,29.6414,35.0609,32.9595,36.4988,41.9183,39.485,39.8168,41.4759,43.1349,48.8862,44.2409,45.347,48.112,52.0937,50.1029,55.9648,62.8221,73.1082,69.6795,76.9792,97.7725,102.8473,103.7974,114.2603,126.8133,132.1338,137.6087,146.5752,149.2474,154.271,159.7221,156.8718,145.5301,116.3505,110.1986,105.1275,100.2464,98.275,100.4364,99.6883,101.6003,105.9351,106.7427,106.4933,107.2533,106.8733,105.757,106.8139,105.9945,106.7189,108.3103,106.4101,109.1654,110.8399,115.3291,117.1937,114.9135,115.7804,119.3433,121.2197,118.7019,119.6877,123.4049,127.6447,129.9249,131.9438,136.0055,138.547,138.8795,142.2523,146.0764,147.6797,149.1523,153.4396,155.708,157.1925,158.867,163.0118,166.5628,167.2753,173.8072,182.5243,188.6761,198.854,208.2598,217.4757,230.2901,237.1664,241.6318,246.0497,251.8334,257.8902,261.7499
